review_id,user_id,business_id,stars,useful,text,date,source
Kj85HoJKm2l5mfGWOnOLqg,iG2Z1q0vFYRaB1epgLxiAw,ZAPCUuZBUKbhLF5tiyxDig,1.0,0,"had been there once before for a simple tune up, and everything went fine. that was back right after they opened, so i figured a simple state inspection would be no problem. wrong! i dropped the car off on saturday afternoon, and miguel asked me if i wouldn't mind leaving it overnight in case they didn't finish before closing time on saturday. i needed the car back the next morning, but miguel assured me it would be done by the time they opened, at 10am. i called on sunday at 10:30, and not only had the inspection not been done yet, ""they guy who does inspections didn't come in this morning."" so i went and took the car back, no inspection competed. poor communication, complete absence of service, and no attempt ton even do the work they promised to do. i won't ever try them again.",2011-01-09 16:18:03,yelp
rjc-kDxmX124gVJFX1rkrg,vH7qT_b0VgSIYYj-T08xqg,euu_JA0YFf63f75uaVSyng,5.0,0,"my husband and i ate at this restaurant when i was in nashville for a conference. the thing i like about tapas is that the portions are smaller so you can try more dishes. our server david was helpful suggesting ones to try and showing us the ones we didn't for next time. our favorites were the tuna poke, brussel sprouts and scallops. the mixture of flavors were unique and delicious. the chef has acquired ideas from his studies in both south america and europe. i look forward to returning to nashville to try some more of these delicious dishes!",2018-02-23 23:41:46,yelp
LLoXBBZDfddMbcVa6D9_NA,q3Kv3wFOwu1Rd2I6T_VWOQ,qawLaB79bFiXEtFc5SEBkQ,5.0,0,i stayed here with my sister in law for her 21st birthday. the complimentary breakfast was much better than most hotels i have stayed at. the hotel was very nice and clean. we booked a room with 2 queen beds but received a room with one queen bed and a pull out couch. we made it work but my back really would've been better off on an actual bed versus a springy outdated couch. besides the sleeping situation we really enjoyed our stay. the mall is right next door so we took advantage of the beautiful weather and walked over. there are a ton of great restaurants right near the hotel as well as the imax movie theater. if your dining in the hotels restaurant i highly recommend the guacamole bacon cheddar grilled cheese. it was hands down the best grilled cheese i've ever had.,2018-04-15 18:00:31,yelp
31qhQGYiBNtdZ5m4H-0mPQ,-BUc-4dOQD_fJoI411WfRA,HCqmx4ENAZ76SAjoalj-MQ,5.0,0,"one of my favorites in downtown franklin! tried a bunch of stuff on the menu but the rusty bucket is always my favorite. everything i've ordered has tasted great and been of high quality. i've also always had good service and usually recommend it to folks from out of town! neat atmosphere, especially when the weather is nice and you can sit outside by the wine bar area!",2017-04-07 23:26:05,yelp
k2xLaBwvRoHhFkcJ8DDTMw,JKvGx3YKsSFc5qV4lh9CGQ,Dv6RfXLYe1atjgz3Xf4GGw,5.0,0,i've had the crispy chick burger and fries with aioli dip several times and it's so good i'm not gonna change my order. if they could improve in something it would only be lowering prices.,2017-07-08 19:54:02,yelp
5iPK_F7tgA62IaifZAh0cw,xjR4c1FaQynH4hT5EDuaLw,vzG8THG9K2lDu-Ah6vFAVA,4.0,0,service was a bit slow but it was a monday night and they had a groupon promotion so giving them the benefit of the doubt that they probably have more employees on staff during traditionally busy days but the gluten free pizza was better than any i've had within a 20 mike radius and i think i've tried them all. it was amazing. my husband who does not have a gluten sensitivity thought it was better than even their sicilian crust (which he loves by the way). glad it's in the neighborhood. we will definitely be going back.,2018-09-25 04:24:31,yelp
UIdwf-jBIcKU1abq4jmllw,9ByDrDF5Y8JTrf89KFwqlQ,zIUUlBoQOQqQLoi2ElcWAg,5.0,0,"great food and really good tequila drinks. the water they serve may need a new filtration system. they really need a kicked up salsa as well as the other 3, sometimes you want to feel the heat. overall we will be back for more.",2017-05-13 04:10:14,yelp
qKKpwtMpTTADvDHniYPoUg,Z4hMBELMd4hvsCqE-CYlVw,MMRRS6YhVRx_iN5-JhMRYg,5.0,0,"the han dynasty was a great venue for our wedding rehearsal dinner! their dishes are very authentic chinese cooking and everything we had tasted great. the menu selection and service were excellent, and megan helped us create a custom menu to mix authentic chinese and kosher styles, while also incorporating plenty of items for vegetarian and other dietary restrictions. the restaurant comfortably seated 80+ people in their side area with constant, friendly service the whole night. in spite of some misunderstandings on menu totals and pricing, megan was very patient and accommodating and helped us sort everything out. at the end of the night, our family and friends loved the food and everyone had a great time. i highly recommend the han dynasty to anyone for great food, service, and events coordinating!",2017-01-14 23:52:11,yelp
gMqZsO3Dff-zLhuNHV4xjA,DWjbwwhIHDNBX9EcDoSoug,fsFZQ2ZbTutgUlnWPhTU6A,3.0,0,"j's seafood dock was not busy, quick to take our order, and had plenty of seating. the jambalaya was really flavorful with just the right amount of heat, but very short on andouille and chicken. it had no shrimp in it at all. 'real creole shrimp tacos' were more like real creole lettuce tacos. maybe we should have known because the sample did not have a lot of shrimp so we ordered at our own risk. flavorful sauce and tasty tortillas though.",2015-06-08 17:09:21,yelp
XMFFMOQbpu7QJWwgbWTRtg,-SMTuqALN1Ag7X8zS4qLVQ,uW2oyOCEN3RgS7j2MfUIkg,5.0,0,"this is the best barber shop in the city. if you've been to aidan gil in the last 7 years, chances are you got your hair cut by one of these barbers. sarah, nate, and mike have been delivering the freshest haircuts to aidan gil customers for the better part of a decade, and now they have their own shop. they are all great barbers and great people. the atmosphere is light and fun, it's like you're getting your haircut in your friend's living room. the haircuts are always on point, the fades tight, and the shaves close. go in, get a drink, relax and watch some tv while you wait, refill your drink and enjoy your cut/shave.",2016-11-21 20:28:02,yelp
JiMzrb6lQxoke8wUZB9Gcw,6V8yLIBbEYtkP69Oz1rDrw,JUlsvVAvZvGHWFfkKm0nlg,5.0,0,"this is our go to spot for happy hour. half price margarita pitchers and great food. i love their smoked wings, texas style chili, steak tacos, and turkey blt. actually i've never had a bad meal here. when in doubt we go to el camino and always end up having a great meal and wondeful time.",2014-09-25 17:38:51,yelp
DYkIJIrY_dCMTY4tEqdDUw,jdiSyliPyC9VYIjPaDWW3A,PI_edPRnfzjAvv23u8WzxA,1.0,0,"ordered take out from this place tonight. it was by far the worst meal i have ever had. i ordered the chicken parmesan. this is a pretty hard dish to screw up but they did a fine job of it. it was an unidentifiable piece of gray rubbery meat (i think). the breading was soggy and i needed a steak knife to cut the chicken. i literally could not chew it, it was so tough. the garlic bread it came with, was also disgusting! it was greasy and hard. yuck! my husband had a sauted chicken campagniola with veggies which was marginally better. the chicken was so overdone, it made it hard to stomach. the food was so disgustingly greasy that the brown bag they gave us broke. uggh! if you get food from this place, be warned. maybe stick with the pizza.",2014-01-17 00:29:15,yelp
j2yi7yQM2Z8683oSrq49tw,JB_uYhuYPIZJrM45Bdg_Jg,1LVMlrAQeqLgiwFu06kFfw,3.0,1,"based on previous experience, i chose workshop for a meal with friends. we reserved a table and since it was one of the last reservations of the night, the place was fairly empty. sadly the kitchen was slow. we were the last table of the night and our mains took an hour to get to our table. i ordered the pirogies (which have changed from a month or two back). they were fairly cold, the side vegetables weren't cooked well and it was rather ho hum. to drink i ordered a drink i had before, the gin gin mule...i think they used tonic water instead of the ginger beer. i'll try it again but this was definitely an off night.",2016-07-25 04:34:27,yelp
AJsFMjUEYsV5OxVD50PXtQ,eBVqBsVH5KQ24oNW0gJ0PQ,dNR-b-CsrFGYhMo9zLMrCw,4.0,0,enjoyed traditional bowl... service good... food hot and tasty... price was reasonable as well... i think i found a new regular lunch spot...,2013-12-07 02:23:39,yelp
KVBTQ5E7XoY4TZ9TbxGwGg,2fmrb0-0vnXcrx_d6MSBXg,2J6x5uYTXbJzTHbQN1W6eA,5.0,1,"i was really feeling for coffee and was nowhere near a starbucks, so i decided to stop at this tim hortons. i was immediately impressed with how clean the store was. i have never been to a tim hortons before and maryann was super sweet and spent a lot of time explaining the menu. the iced coffee that i eventually decided on was perfect! you guys have got yourselves a new regular!",2017-06-17 17:46:27,yelp
Ge0H3oR1rAeXGKGrRRQH7w,c4bAHeY5wPFUFIJsBe_9mg,4_W5pstoN1166TGjjPOrMg,5.0,1,"great food. awesome beer selection. found this place by accident, definitely worth it. can't remember the name of the burger i had, but it was topped with pork roll, onions and a fried egg.",2015-01-04 16:16:18,yelp
AlZmitsdEAB32r5INE239A,yc9MfqCdSFN3myZWrw4JKA,LnQRfj3pPz0369stRnwUWw,4.0,0,"the restaurant was nice, and the staff was very friendly. unfortunately, the sushi wasn't very good. i had the mexican roll, california roll, and philly roll.",2016-04-23 14:45:30,yelp
Q3OVjUx1oHmVLouO4QU-sw,rhk4WZ_j3iQw7UPDkl5yDQ,C1D2o1VV2TDjpkG3BsdseA,5.0,0,everything about this place makes me sooo happy. from the staff to the food to the patio - there are a few reasons why i have been here almost as many days i've been in nashville. keep it up y'all!,2014-10-27 20:50:38,yelp
4fdAJ47UfnhJn1s1Yo9-tQ,JmqXHl4hsfzRZGDg58hxaA,JUlsvVAvZvGHWFfkKm0nlg,4.0,1,"so the atmosphere was awesome for this second visit. the service was great again, had a male waiter this time and he was very good. came and refilled out chips once, cleared plates in good time as we were done, and just overall really nice. again, didn't feel rushed at all which was prefect because we were watching the phillies game so stayed awhile after our meal. one dissapointing part though.. the smore bread pudding i was so excited for, completely not what i was expecting. it was basically two less dense chocolate brownies with a graham cracker sitting on top and marshmallow ice cream. of course it tasted good but i wouldn've thought it would be a bread pudding with a graham cracker crust or something, not just a graham cracker thrown on top. so that's my only negative part about this place. fried pickle chips, delicious! make sure you let them cool, they taste so much better when they're not burning hot.",2009-10-16 18:34:01,yelp
J9a99Xm4MLivV7ZXOv4ISg,JQf1Erxrgk-G_oYrvL0Gyg,T-uphPk44OFt6sR8F-0uHA,3.0,0,"i have been to this location twice and the first time it was much better than last night. simply, the beer is just ok. i love good beer but i will drink it whether i think it is amazing or awful. i got 4 of their current seasonal beers in a sampler (batch 100, winter warmer, undead black ipa and paramount). they were decent, nothing to write home about or come back the next day for. the reason they lose points from last night was because of the food, not the beer. got a black and blue burger. it had just too much blue cheese on the burger and the meat was just alright and they also skimped on the fries. the price is steep for their higher end food but i think their entrees are very good and will stick with those for next time. p.s. for anyone looking to avoid big parties, babies and young kids (1-12 years old) i have always seen a big group of people who decide to bring their children with them. kids never bother me but they are kids so they make noise and run around the restaurant. not much you can do about it besides sitting at the bar.",2014-11-30 23:53:06,yelp
Tvwy6lIJnqMFk9UQe_ONlQ,Kvr2ee_XgRMkrIf0HEy9Fw,WO5nr-4sjVs506BdCLL0aA,5.0,3,"omg i am so excited! every hibachi place in tampa has like 2-3 stars and my hubby and i weren't excited to pay $100+ for a so-so meal. then we found kuchi...! we've been to this plaza a million times and have never seen this place, but it's brand spanking new! the staff is so friendly...seriously..the hostess and waitress were all smiles, the chef was hilarious and did all kinds of awesome hibachi chef things like shooting sake into our mouths, shooting zucchini into our mouths, the volcano, the peeing boy, the egg-roll.....lol (not every hibachi place does all these..and the shooting sake one is pretty rare)! the sushi was delicious, the soup/salad were great, and we loved the steak/shrimp/chicken...even the owner came over to say hello and make a joke about how his hands are tired from massaging all the beef lol!! nothing negative to say...everything was wonderful and we will definitely be back!",2014-10-12 02:26:13,yelp
_Im8qcIEdyAUGnWEEdtO5w,NSg8AzcqVpiQnd25tePsDA,mcr1lAEdvGLMJhuPwI3I2A,5.0,1,"101 was delightful! stopped by after working up an appetite running errands in town and we happened to show up during happy hour - two for one drinks (possibly also applies to alcoholic drinks, but we both got boba teas instead) the scallion pancakes were a perfect appetizer. they came out hot, crispy, and a little oily, delicious. the tonkatsu chicken and fried tofu bao were both delicious. all the condiments on their bao make for a sort of savory, sort of sweet flavor combo (cilantro, sweet sauce, and a few other things i don't remember off the top of my head) the popcorn chicken was also excellent. tiny, very crispy bits of chicken served with rice and a potato salad. i didn't try the potato salad, but heard it was more of a macaroni salad. i highly recommend taiwan 101. food is cooked quickly, staff are nice, and everything i've tried so far is absolutely delicious.",2017-10-02 19:12:04,yelp
l2MBOAeY7ev4VApBjmTeeA,A2eRHIvhZT9YxnedPUhsDw,edO1Rej_-_I4vPSVYIZ5NQ,5.0,3,"after an unsuccessful first experience with this pizza place, the owner contacted me and generously offered to deliver another pizza in the future, free of charge. tonight, i took him up on his kind offer. we ordered the pepper pie, which included peppadews, jalepenos, poblano peppers, crumbled hot sausage, mozzarella & red sauce. we were not disappointed! not only was our order delivered in a very timely manner, but the pizza was fresh, hot, and smelled wonderful! the pizza was full of flavor, with equal parts sweetness and spiciness. the crust was also very tasty. i can definitely say the ingredients were top-notch, as well. i plan on being a pizzicare customer in the future, as the business shows excellent customer service and takes pride in their product. i highly recommend it!",2012-02-02 00:19:39,yelp
C0Gm187yHy5zxZGwD4T0GQ,ix98mVCMXyegBaD3xb1oaA,34Eqv8jXgxg_EEwcsNgeeg,5.0,0,i stumbled on this for breakfast. i had a backyard bowl - yummy. the large is pretty big. the granola in it was fabulous crunchy but not overly sweet. it's great to find a restaurant that serves up organic foods. tomorrow i'm going to try the island bowl. pricing is about $6-7 but worth it --- better than eating pancakes.,2013-01-02 20:39:25,yelp
iinfkzuFvEnsZyl8ctIASw,ozCF6ylYtF0fuhmtpHGC-w,yeHLiKNp0hyR-ig4M6us-w,5.0,0,outstanding! the top shelf margarita was perfect and we loved the pork pastor and the red drum. highly recommend!,2017-06-17 21:08:49,yelp
SrC6T18tugezMgsnlIKLWQ,CBjXqIQs0AYjEl7arWhG2w,hSjvNCjp6_3xmnfNmiDAeQ,5.0,0,reliable and trustworthy service. i was so pleased with everything they did for me and we're so kind and helpful throughout the entire process. i will most definitely use them many more times!,2017-04-07 22:15:10,yelp
USBrda9rS29Xm8MG1FNC_Q,NzmKzKEe30NeaBRmS0iM6Q,avcOkMsnFse9D-DpIimYkA,1.0,1,"my husband is a huge fan of chinese buffets, but this place did not live up to its name. at all. we got there 5 minutes after they opened expecting fresh food on the buffet. it tasted like they brought out yesterday's leftovers. the baked chicken was over cooked. most items were sitting in puddles of grease. everything we put on our plates was cold or lukewarm. the egg drop soup was bland. sushi had very little variety (every roll had cucumber and crab, and then something else on top). they do offer a military discount, but at the higher sunday price it was not worth it. there are other options in town. stay away from this place.",2015-08-30 18:34:54,yelp
WF_llTiqD1Zz14RgOAqxrA,z9h4AXLMP29mytkzDXIYOw,oqP1oQEycpp4J6u5YebRoQ,5.0,0,"i'm not sure why this place doesn't have more stars, but i love it here! i have been a few times now and have had a great experience every time. the outside seating area is beautiful and overlooks the water. the first time i went, i had the ""world's best"" turkey sandwich which is very true to the name. literally the best sandwich i've ever had. i wish i could have that sandwich every day. the next time i went with a large group and we did the bottomless mimosas and bottomless brunch. it's a bit expensive, but as long as you come hungry and thirsty you definitely get your money's worth! you can also make reservations ahead of time which is nice! if your looking for a place with great food and an awesome view, definitely come here!",2018-09-03 14:13:24,yelp
b_IVmXYnwkCDnFAbrmUGHw,1NeugkcraVaO4RNU5D-zjQ,_E0WPHfJEYmwOUCAj-Jq1A,1.0,2,"horrible, old, cigarette smelly (even tho we requested smoke-free); room was never serviced during our 2-night stay, toilet starting leaking the morning we left. needs a complete, total, expensive remodel!!!",2016-07-25 14:57:19,yelp
cUsDSuvqjJXFo-QU4Oco6w,MpBDUJXrry00iPnX5hbQGA,8uF-bhJFgT4Tn6DTb27viA,5.0,1,"i love this place! this past summer, i would go here almost every other day to buy a different kind of donut for my family to try. the atmosphere is great, service is great, and the food is amazing. not only are their donuts tasty as heck, but their sliders are to die for as well. if you are a donut fan or just a sweet-tooth, you got to try this place. note: the food truck that you might see around town, imo, does not have the same quality. go to the location on magazine st.",2016-03-30 22:21:30,yelp
qDOLnfV2s-cdgXa_L0rVmQ,JVLlHlcoNqdlBGObNsrpPA,LEpQUdfFKz9UlVmU1XSmcw,4.0,0,"our group very much enjoyed our meal. our whole family got together as a group and went there and everyone liked their food. i got the smokey pit beef sandwich and my wife got the chicken panini. both were very good! they are only open for breakfast and lunch, and aren't open for dinner. we'll definitely be back! if you are looking for a good place to have a business lunch downtown, this would be a good place to go too!",2016-04-11 22:35:33,yelp
LRHg5VtxGUHvRtxEbYyRnw,nQVpAUZ6AmYURs4lFl3vaw,v72HalBu5fQIFTD-oqhSgQ,5.0,4,"best steakhouse on the beach and one of only 2 worth eating in all of pinellas. great food & great staff. the ribeye is perfect. if you like charred, ask for pittsburgh. they know how to do it right. truffle fries, bacon scallops and the chophouse potatoes must go with your meal. we're weekly regulars. highly recommend.",2014-07-28 11:16:15,yelp
M8u2O0kHVQkj-6sHYYwzAQ,Wa-IuPcHjQlzgZXbiLN-9A,nRKndeZLQ3eDL10UMwS2rQ,5.0,0,never gets old. i get the chocolate malt with light on the chocolate. best ice cream custard thing i have ever had in my life.,2018-09-14 18:46:05,yelp
PhjS5WTZg4NCgUZQ0WaU7w,sO5b8D6Mj5rQj7EFSz557g,XMGjDIAFbu9VSmWDs-Ev5w,4.0,2,"this place is brilliant. if someone were to visit me in st louis, and ask for me to take them to a place that best captures the essence of st louis; this place would be it. located in the heart of south city on morganford, the haven is all you can imagine in your quintessential neighborhood bar. the inside is like a shrine to st louis traditions. walls glittered with plaques of the arch and cardinals greats. neon beer signs illuminate the hard wood walls; and make you feel like you're at your uncle's basement all over again. here is a place to get to know the real locals, the real st louisians who have lived here their whole lives. as i sat here, i observed how everyone knew each other, chiming in here and there about how so and so's daughter is doing, and etc, etc. the wait staff was warm and welcoming, and the bar is a place where you can sit back and be yourself. i'm happy i discovered this gem, and the visit still sticks with me, because of how it brought me closer to know the city better. i highly recommend anyone not from here to check this place out.",2013-01-27 18:05:15,yelp
idS9K1g1s-l6Txb-ZCx4EQ,_FX5jwp3abXKwdt6SCGqVA,HjLYCBxJti8V-hsP_yVZ3w,5.0,1,"i thought they had closed shop when i learned they were no longer at their old location. when we saw they had only moved we had to try them out in their new down town location. i don't the know owners name but he is the nicest guy. very friendly. the food was delicious but it might have been wise for us to confirm what we thought we were ordering. indian food is delicious but i am horrible at remembering what i ordered before. unfortunately this review is another victim of my not being able to remember the names of what we ordered. one dish was mostly spinach (a total hit), another was some red chicken dish (perfectly cooked but looked like it was dyed red), and naan which is everyone's favorite. if you know your indian dishes you won't be disappointed. kids are always welcome there. be sure to enjoy downtown while you're there.",2013-12-07 00:13:21,yelp
DOBuU64SstezT4lfPEvWnw,khNc5vHmQcKMZS_50zW2VQ,EK_y40XlXk3cqAGY2PDZWQ,5.0,1,"been pumping iron here for years. love the new location. great rates, and a nice facility to get your sweat on. i really appreciate the community feeling i get from the staff and people who work out here. keep up the good work e f.",2017-03-03 20:02:19,yelp
G3KmHSrBQ_Bw1YDFvN_kcQ,2T8ZGt1RsCrcJEZcRfsylg,bp30i_ebNELo9UmyEqAUvw,4.0,1,"best donair really does have good donairs. i wouldn't day best but pretty darn good. the first time i ate here, the man behind the counter talked on his cell phone the entire i was in there! even while he made my food! despite this annoyance, i returned to best donair because the donair i had was delicious. my second experience was much better - no cell phone. and both times i ate there, the amount of meat in my donair was monumental! i have to admit, as an avid donair eater, i was completely shocked at the amount of meat they gave me (but perhaps that is where the name best donair derives from). they also have ice cream for a sweet treat after your meal - if there's room!",2009-10-13 16:41:41,yelp
yRUZ_sIxV6FyNygZD6MNTg,0Dv4Vdvc9KzEg76j2OcwJQ,N1ZXhAVzOzbyCBPEXTaUUw,2.0,0,"when i used to live in philly and did not have a lot of money i went to this indian restaurant, its cheap and you get a lot of food. while the quantity is great, it lacks quality, there are much better indian restaurants in philly this is not one of them. you get what you pay for, there used to be 2 other buffet indian restaurants near this one.",2010-11-22 18:46:46,yelp
UJGhFs1HMJ_ThhNh738kRw,ZOs2KHNdhO__7mIgAOMW4w,A21srfWbl97OWsCn2lK-0Q,5.0,0,"very, very happy i tried this wonderful cantina. it seems they have a new chef and my first meal here was amazing. if you are a connoisseur of mexican cuisine please try this place. i had veggie enchiladas w green sauce and it was flavorful and complex and not watery like most other mexican veggie dishes around town. im so impressed and happy to find this gem. my partner had chicken enchiladas with red sauce and refried beans. the red sauce reminded me of the sauce an immigrant woman i worked with used to make for potlucks. i know i am shamelessly gushing but if you read my other reviews then you will know that it's not typical. the bartender iris is very helpful and was a great server. also one more thing, i want to mention the spicy margarita. it is now my new favorite drink in town. it has cilantro jalapeo and (i believe) cucumber and it is amazing.",2015-07-03 21:30:14,yelp
WGJLIsPuUg1iQ_sdlUct4Q,2Ub3NQomPLCXvnmyDLYopw,lhsQkb5nhf-Kd5OvgB9MNg,3.0,0,"i really enjoy the sushi here. it always taste so fresh and while their prices aren't the best, for what you get i'm pretty impressed. my husband always gets the teriyaki steak. compared to other places the teriyaki steak is a little expensive for the quantity /quality. service is always good, they keep your drinks filled and i have never had to wait too long for food. we don't go out of our way to go here, but if we are in the area we tend to stop in.",2017-06-27 22:47:16,yelp
f-IU2WuzMRkYGp01webwyw,R-W0T3bemRPqWcm2V9oY-w,OyHbS1sJ4CguExlWa-XWDg,4.0,1,"we had shrimp scampi, fried shrimp, stuffed mushrooms, cheese sticks, chicken fingers and biscuits. the mushrooms were great! everything else was very good we enjoyed it.",2014-09-09 18:56:55,yelp
J17y0gaHC_drK9O1qOBYQg,XKuyVKbfcYG-6WYXB2vUxA,0WIlsDUUFuUKcDfJPaHRkA,1.0,7,"please do not bring your loved one to this hospital, they use their patients as guinea pigs and staff have little regard for the privacy and dignity of patients even if they require critical care! my auntie is struggling to stay alive and when my mom stayed with her just two days ago mom had to stand in the room with her the entire time because there were no chairs. when she asked the nurse for a chair the nurse rudely responded that they couldn't accomodate everyone in the hospital. we are looking into transferring my auntie out of this terrible place.",2016-05-19 05:48:05,yelp
B2imamzFzX1lBBBIH5GGoQ,WJVedIAJN0FRxDn6M1tLkA,NYJ1PTYcQhQ8aVJiBPgIQg,5.0,1,"cappuccio's is by far one of the most amazing butcher shops in the city. on my first visit, i was unsure of what to get. i popped in shortly before the place was going to close for the day, but that didn't matter - the employees were beyond friendly and helpful. after some discussion, i decided to go with some pork chops, which had to be cut. no problem, the staff was willing to cut the chops to the thickness of my liking. and man, were they some of the best pork chops we've ever had. i had such a great experience that i went back 2 days later, this time with my husband, a lover of all things meaty. we were again greeted and helped by the exceptional staff. the experience you will have at cappuccio's is worth the trip alone, but their meats are also exceptional. i think we've found our local butcher shop.",2014-07-13 16:34:49,yelp
Lh-Y9AAAgHLQn4B5aOoACQ,mSF5qKjCWhzeB6Oz_Wf7BQ,LT4A5jVMURvH_DKdr7A91w,3.0,1,"i'll go back. got a lb of brisket and a lb of pulled pork. both were very very yummy. i'm shorting them stars for the sides, though. at the risk of sounding full of myself my mac and cheese is better. also their burnt end beans were too heavy on the mustard for me. my kids dug their shoe string fries. i'll definitely go back for the meat. maybe i'll give the coleslaw a try.",2015-11-06 00:13:12,yelp
C6vQ7pkt-J7NxasLq-NMiQ,k6GurG0wmHVyiZGzmxs8eQ,GBTPC53ZrG1ZBY3DT8Mbcw,5.0,1,"fantastic service and delicious food. there were a few vegetarians at my table, and our server ritchie rich (fabulous server) was able to make great recommendations and accommodations. the service was personal and attentive. the food was tasty and priced reasonably for a nice sit down restaurant. another bonus is being able to make restaurant reservations since so many places in nola don't take reservations.",2014-11-30 02:31:54,yelp
1AoWBgOZ_rZl7mJrQfidpw,NMaHUBl_u5iVCC5MYUdqXw,OHplb2m_dKPXY46mS0CqJQ,4.0,0,"i've been wanting to try stella sera for about 2 years... and it definitely did not disappoint. made a reservation for 2 on a saturday night at 6:30pm. there were only 3 other tables there when we came in but it filled up throughout the hour & a half we were there. i would suggest making a reservation as there are only about 12 tables total - & it's byo so bring your own wine. i forget the actual name of the appetizer we got but it was basically fried risotto with mozzarella & marinara. it came out as 3 decent sized fried balls. they were delicious. i got the filet - which i asked to be cooked medium... it came out more on the medium-well side but it was fine. it's an italian place... i should have known better :) but, the sauce & jumbo lump crab meat & mushrooms on top of the filet was amazing. it was served with sliced potatoes & green beans. my bf got the gnocchi & it was served in a butternut squash sauce... so good. i almost wish i would have gotten the gnocchi because they were pillowy & delicious. i'd definitely come back for those alone. we also got a side of homemade pasta with marinara sauce. it was good but i've had better homemade pasta at some other places. i have to admit, i expected to be there awhile since all the food is made to order but we were in and out within an hour & a half. we'll definitely be back.",2015-01-18 21:42:26,yelp
vMRx-Yz8FYYrCjZweS51tw,Bb4AKwZjkknfR_2cldGLCQ,8JEOmVGQffkr6xtn4vvplQ,5.0,2,"i had pita kebob cater a dinner (iftar) recently for an event for about 150 people. the amount of food was beyond what i expected. they were very generous with the amount of food. at the end of the night there wasn't anything left. i saw people making doggy bags to take home. everyone loved the food! there was salad, yellow rice, chicken and beef kabob, and shawarma. the greek salad was amazing. light dressing and full of fresh ingredients. and a great amount of feta cheese! which was perfect for me because i love feta cheese. the rice was very flavorful and delicious. i went back for more! yum! i will be catering from this restaurant again!",2017-07-18 19:44:58,yelp
bUAOIr3t0iogQ90iU4s23w,yv8MBqkKT7_Tx3vZrMPlHg,LTTRaIO-p4zjvXtw9zm1Wg,5.0,0,"we've eaten here several times and the food has always been just delicious! 4 of us went this past tuesday and the food was a knock out! i felt like i was in the dr!! we each had a different dish so we could try it all and it was all delicious! shrimp was perfect, oxtail was amazing ( i'm a fan of oxtail and this is best ever!) goat was served in a rich broth that was not greasy and the best of the best was the whole fried snapper!!! it was so good, i that if i closed my eyes, i could easily be in the caribbean!! awesome! i can't wait to go back and try the chicken and rice, the ropa vieja and those amazing empanadas! oh, did i mention the reasonable price? a very nice evening and a 5 star caribbean experience, right here in 'ol st louis!",2015-10-23 23:38:44,yelp
9fNNFIeU58t-u5IXTAgbMQ,2rxGPfJo1-KX1HdmFXQQ5w,cXSyVvOr9YRN9diDkaWs0Q,5.0,0,one of my all time favorite breakfast spots anywhere! the vegetarian sausage and egg biscuits are so freakin good and like lots else on them menu- nap inducing. great homemade food and desserts. diner style with fast service and a long wait that's worth it. get there as soon as they open for shorter wait. lunch options are also good.,2015-01-19 00:24:35,yelp
i4RgAk3f3MIxsywZWIgvXA,AGKYTDivlukBmo7mcvQi3A,LQcGL4hfJAeK6bk2ZdhmXw,4.0,0,the food is great. a true taco truck. i only wish they would set up recycling for the cans and bottles. otherwise a tucson classic.. almost better than guero canelo.,2017-07-28 20:13:20,yelp
mrbWJpRLaZDLWwhErI_sIw,-KduD3wwydWDq2GrODh2tw,YGxpTJ3fcU96uSoL2kHRAA,4.0,5,"probably the best gay bar in indy. no smoking indoors, nice long deck out back, darts, pool tables, videos, generally a nice mixed crowd, bingo on tuesday, country dancing on fridays (early). the owner tends to keep things up and constantly make it a little nicer.",2011-07-29 14:46:41,yelp
wKVScyIiwc3cFwyNqLedAw,PV0U0arT_AUfjVBtrKfPSA,Gw7UW0E2BguzL9suQnwDeg,4.0,4,"spot has been on my burger list to try for sometime. spot burger consistently shows up on numerous best of philly burger lists. when they opened up shop in brewery town, i quickly bookmarked spot and waited for a burger craving to hit me to give it a try. spot is on west girard ave and i was able to find parking easily and close by on a sunday night. the space is clean and bright with tables in the front, and back. there is also counter seating. there was some nice use of wood on the walls which gave spot a cool urban vibe design. the people that work at spot were very friendly and helpful. they explained the specials and helped us with suggestions. i was surprised that spot has other items such as fish & chips and muscles in addition to burgers, sloppy joe's, pulled pork and cheese steaks. mental notes for my next visit. i went with the spot burger; which had hickory smoked bacon, cheddar, pickles, coleslaw and spot sauce. this was a great burger. the bun was excellent, fresh and toasted just right. the burger was moist and juicy. the bacon was great and the slaw and sauce really made this one darn tasty burger. my daughter had the santa fe with avocado, pepper jack cheese, jalapeo, red onion, sun dried tomatoes and a slightly spicy sauce. this was also a really good tasting burger! spot really shines with their use unique toppings and sauces. we ordered the plain fries too and these were crispy and not greasy. they were very good fries but sketch still has my favorite fries. we had a couple of fanta sodas too, which was pretty cool. all of our food came out surprisingly fast. spot is very high up on my burger list and very close to sketch. spot lived up to the hype and is really cool little place in an up and coming section of the city. i will be back and probably soon. 4 plus yelps.",2016-03-07 05:08:39,yelp
jKcH82agvtkU3cfS47UUZA,Vgx_0jPlJ-ji1VvMmWL56A,7mpYTDb24SywNMRn3yeakQ,5.0,0,"i'm very happy with the food, and most of all the service. i ordered biscuits and gravy and was not happy with what came to the table, the server quickly fixed it and even the manager came out to apologize. you can tell everyone cares.",2016-09-06 19:39:30,yelp
